nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Cantina Mariachi Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 25 75,info@cantinamariachi.es,https://cantinamariachi.es,Restaurante,,new,
La Peninsular,España,,"Carrer del Mar, 29, 08003 Barcelona",+34932211462,,,Bar,,new,
Can Josep,España,,"Carrer de Roger de Flor, 237, 08037 Barcelona",934572453,,,Restaurante,,new,
Bar Diagonal,España,,"Carrer de Girona, 171, 08037 Barcelona",934575382,,,Bar,,new,
Napa,España,,"C. d'Aribau, 125, 08036 Barcelona",+34934513695,info@napabcn.com,https://www.napabcn.com,Cocina de mercado,,new,
Carballeira,España,,"Carrer de la Reina Cristina, 3, 08003 Barcelona",+34933101218,info@carballeira.com,https://carballeira.com,Restaurante,,new,
Restaurante L'Escandall,España,,"Passeig de Garcia Fària, 71, 08019 Barcelona",+34 931 19 01 25,lescandall@lescandall.com,https://lescandall.com,Restaurante,,new,
Andy Blue S.C.P.,España,,"Calle Segre, 24, 08030 Barcelona",+34 932 74 51 44,,,Restaurante,,new,
Restaurante Koh-i-noor,España,,"Carrer de Loreto, 32, 08029 Barcelona",934107144,,,Restaurante Indio,,new,
Bar El Tapeo,España,,"Carrer de la Conca de Tremp, 30, 08032 Barcelona",+34 934073030,,,Bar,,new,
Bar Jai-Ca,España,,"Carrer de Ginebra, 13, 08003 Barcelona",+34932683264,info@barjaica.com,https://www.barjaica.com,Bar,,new,
Burger King L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934101011,info@burgerking.es,https://www.burgerking.es,Comida Rápida,,new,
Bamboo Barcelona,España,,"Carrer de la Pau, 12, 08019 Barcelona",+34 933 56 03 57,info@bamboobarcelona.com,https://bamboobarcelona.com,Restaurante/Beach Club,,new,
Frankfurt El Padrino,España,,"Carrer de l'Ajuntament, 4, 08030 Barcelona",+34 933 11 88 54,,,Frankfurt,,new,
L'Escopinya,España,,"Carrer de Roger de Flor, 193, 08037 Barcelona",934583515,,,Vermutería,,new,
Santa Gloria L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440101,info@santagloria.com,https://www.santagloria.com,Cafetería,,new,
Un'Altra Storia,España,,"C. de Londres, 87, 08036 Barcelona",+34934140024,info@unaltrastoria.es,https://www.unaltrastoria.es,Restaurante Italiano,,new,
Anauco Sagrada Familia,España,,"Carrer de València, 428, 08013 Barcelona",+34 936 240 734,info@anaucoburger.com,https://anaucoburger.com,Restaurante,,new,
Restaurante El Racó d'Horta,España,,"Carrer de Cartellà, 100, 08032 Barcelona",+34 934201000,,,Restaurante,,new,
La Terraza del Claris,España,,"Carrer de Pau Claris, 150, 08009 Barcelona",+34 934 87 62 62,claris@derbyhotels.com,https://www.hotelclaris.com/,Restaurante Gastronómico,,new,
Pizzería Napoletana Da Nanni,España,,"Carrer de la Diputació, 411, 08037 Barcelona",938586998,info@dananni.es,https://www.dananni.es,Pizzería,,new,
Restaurante El Farcell,España,,"Carrer de Cavallers, 30, 08034 Barcelona",+34 932 05 77 88,,,Restaurante,,new,
Bar Méndez,España,,"Rambla del Carmel, 70, 08032 Barcelona",+34 934072124,,,Bar de Tapas,,new,
Bierwinkel Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 18 56,info@bierwinkel.es,https://bierwinkel.es,Bar/Cervecería,,new,
Restaurante Xino Pekín,España,,"Carrer de Sant Iscle, 14, 08016 Barcelona",933497788,,,Restaurante,,new,
Bar Restaurante El Mirador,España,,"Ronda del Guinardó, 110, 08041 Barcelona",934351234,,,Bar Restaurante,,new,
Blu Bar,España,,"C/ de Ramón Turró, 70, 08005 Barcelona",+34931306385,info@blubar.es,https://blubar.es,Bar / Pizza y Tapas,,new,
Bar Sanllehy,España,,"Carrer de la Riera d'Horta, 35, 08030 Barcelona",+34 933 46 12 77,,,Bar Restaurante,,new,
Bar Restaurante Extremadura,España,,"Carrer de Binefar, 5, 08020 Barcelona",+34 933 13 99 88,extremadura@binefar.es,,Restaurante,,new,
Bar El Trébol,España,,"Carrer de l'Escultor Ordóñez, 22, 08016 Barcelona",933530012,,,Bar,,new,
Taberna de l'Eixample,España,,"Carrer de València, 341, 08037 Barcelona",934572344,,,Taberna,,new,
Dunkin' Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 12 34,info@dunkin.es,https://dunkin.es,Cafetería,,new,
La Bodegueta del Guinardó,España,,"Carrer de Varsòvia, 84, 08041 Barcelona",934360776,arnau.llach@gmail.com,https://labodeguetadelguinardo.com,Restaurante,,new,
Sasha Bar,España,,"C. de Muntaner, 185, 08036 Barcelona",+34934141630,info@sashabar.es,https://www.sashabar.es,Bar / Cocktails,,new,
Izakaya Loreto,España,,"Carrer de Loreto, 18, 08029 Barcelona",934107144,info@izakaya.es,https://izakaya.es,Restaurante Japonés,,new,
Peluquería Low Cost Barcelona - Fabra i Puig,España,,"Passeig de Fabra i Puig, 240, 08016 Barcelona",+34 933 40 85 55,info@peluquerialowcost.com,https://peluquerialowcost.com,Peluquería,,new,
Restaurante Xavi,España,,"C. de París, 125, 08036 Barcelona",+34934145612,,,Restaurante Tradicional,,new,
Bar Restaurante El Templo,España,,"Avinguda de la Mare de Déu de Montserrat, 50, 08041 Barcelona",934356789,,,Bar Restaurante,,new,
Vai Moana,España,,"Av. del Litoral s/n (Platja de Bogatell), 08005 Barcelona",+34932250074,info@panteagroup.es,https://panteagroup.es/vaimoana,Chiringuito / Restaurante,,new,
Kurz & Gut L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934190808,info@kurzgut.com,https://kurzgut.com,Restaurante,,new,
Don Giovanni,España,,"Carrer de Déu i Mata, 69, 08029 Barcelona",934101010,info@dongiovanni.es,http://www.dongiovanni.es,Restaurante Italiano,,new,
Restaurante El Desván,España,,"Carrer de Padilla, 164, 08013 Barcelona",+34 934 507 925,,,Restaurante,,new,
Foster's Hollywood Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765355,atencioncliente@fostershollywood.es,https://fostershollywood.es,Restaurante,,new,
Kynoto Sushi Bar,España,,"C. de Villarroel, 216, 08036 Barcelona",+34934305898,info@kynoto.es,https://www.kynoto.es,Restaurante Japonés,,new,
Bar La Terraza,España,,"Carrer de Nicaragua, 122, 08029 Barcelona",934100613,,,Bar,,new,
Pizzeria Orkina,España,,"Carrer del Capità Arenas, 66, 08034 Barcelona",+34 932 04 27 38,,,Pizzería,,new,
Restaurante El Jardí de l'Ametller,España,,"Carrer de la Vall d'Ordesa, 30, 08016 Barcelona",+34933407766,,,Restaurante,,new,
Bar El Maresme,España,,"Carrer de Cristòbal de Moura, 122, 08019 Barcelona",+34 933 07 45 12,,,Bar,,new,
Starbucks Pedralbes,España,,"Av. Diagonal, 609, 08034 Barcelona",+34 934 39 48 01,atencioncliente@starbucks.es,https://www.starbucks.es,Cafetería,,new,
Restaurante La Mamma,España,,"C/ Gran de Sant Andreu, 212, 08030 Barcelona",+34 933 45 09 88,lamamma@restaurante.es,,Restaurante Italiano,,new,
Bar El Trébol,España,,"Avinguda de la Mare de Déu de Montserrat, 12, 08041 Barcelona",934363212,,,Bar,,new,
Bardot,España,,"C. de Muntaner, 189, 08036 Barcelona",+34932002214,info@bardotbcn.com,https://www.bardotbcn.com,Vinoteca / Restaurante,,new,
Bar El Tapeo,España,,"Carrer de Sant Adrià, 62, 08030 Barcelona",+34 933 45 88 11,,,Bar de Tapas,,new,
Un Posto al Sole,España,,"Carrer de Nicaragua, 113, 08029 Barcelona",934107873,,,Pizzería,,new,
Estimar,España,,"Carrer de Sant Antoni dels Sombrerers, 3, 08003 Barcelona",+34932689197,info@restaurantestimar.com,https://www.restaurantestimar.com,Restaurante,,new,
Pez Vela,España,,"Passeig del Mare Nostrum, 19, 08003 Barcelona",+34932216317,pezvela@grupotragaluz.com,https://grupotragaluz.com/restaurante/pez-vela/,Restaurante,,new,
La Chelinda Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 29 00,contacto@lachelinda.es,https://lachelinda.es,Restaurante,,new,
Starbucks L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934101011,info@starbucks.es,https://www.starbucks.es,Cafetería,,new,
La Taula de l'Illa,España,,"Carrer d'Entença, 332, 08029 Barcelona",934301540,,,Restaurante,,new,
Via BBB,España,,"Avinguda de la Mare de Déu de Montserrat, 146, 08041 Barcelona",934557127,,,Bar,,new,
Bar Nou de Nou,España,,"Carrer de l'Escultor Ordóñez, 5, 08016 Barcelona",933534433,,,Bar,,new,
Restaurante Mar y Tierra,España,,"Carrer de Sant Iscle, 30, 08016 Barcelona",933545544,info@marytierra.es,,Restaurante,,new,
Restaurant La Posada,España,,"Carrer del Doctor Pi i Molist, 15, 08016 Barcelona",933518877,,,Restaurante,,new,
Restaurante Sabor Mar,España,,"Carrer de Josep Pla, 11, 08019 Barcelona",+34 934 98 70 81,,,Restaurante,,new,
Bar Restaurante El Cid,España,,"Carrer de Varsòvia, 30, 08041 Barcelona",934359871,,,Bar Restaurante,,new,
5th Avenue L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440104,info@5thave.es,,Restaurante,,new,
Via BBB,España,,"Avinguda de la Mare de Déu de Montserrat, 146, 08041 Barcelona",934557127,,,Bar,,new,
Cafetería HD,España,,"Carrer de Loreto, 7, 08029 Barcelona",934191310,,,Cafetería,,new,
Restaurante O'Chiringuito,España,,"Carrer de Ribes, 26, 08013 Barcelona",+34 932 311 021,,,Restaurante,,new,
Pizzería L'Arte,España,,"Passeig de Fabra i Puig, 290, 08016 Barcelona",933587700,ciao@lartepizzeria.com,http://www.lartepizzeria.com,Pizzería,,new,
Can Cargol,España,,"Carrer de València, 324, 08009 Barcelona",+34 934 58 96 31,324cancargol@gmail.com,https://www.cancargolbarcelona.com/,Restaurante Brasería,,new,
Bar Thonet,España,,"Carrer de Santa Amèlia, 12, 08034 Barcelona",+34 932 03 03 25,,,Bar,,new,
Bar Restaurante El Rincón,España,,"Carrer de Sant Iscle, 12, 08016 Barcelona",+34933540099,,,Bar,,new,
Goiko Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34931221035,info@goiko.com,https://www.goiko.com,Hamburguesería,,new,
Starbucks Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34932765400,info@starbucks.es,https://www.starbucks.es,Cafetería,,new,
Bar Los Mañicos,España,,"Carrer de Malgrat, 80, 08016 Barcelona",933524433,,,Bar,,new,
Pans & Company Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 03 33,atencioncliente@eatout.es,https://www.pansandcompany.com,Restaurante,,new,
Bar Restaurante Garden,España,,"Av. Diagonal, 661, 08034 Barcelona",+34 932 80 05 42,,,Bar Restaurante,,new,
Öuzö Restaurant,España,,"Carrer de Joan Torras, 26, 08030 Barcelona",+34 936 04 78 79,info@ouzosomdelbarri.com,https://ouzosomdelbarri.com,Restaurante de Tapas,,new,
D'Aprop Diagonal Mar,España,,"Passeig del Taulat, 278, 08019 Barcelona",+34 934 89 82 00,barcelona@ac-hotels.com,https://www.marriott.com,Restaurante,,new,
Bar El Maresme,España,,"Carrer de Cristòbal de Moura, 122, 08019 Barcelona",+34 933 07 45 12,,,Bar,,new,
El Jardí de l'Abadessa,España,,"Carrer de l'Abadessa Olzet, 26, 08034 Barcelona",+34 932 80 37 54,info@jardidabadessa.com,https://www.jardidabadessa.com,Restaurante,,new,
Bar Restaurante El Templo,España,,"Avinguda de la Mare de Déu de Montserrat, 50, 08041 Barcelona",934356789,,,Bar Restaurante,,new,
Vivant,España,,"Carrer del Consell de Cent, 394, 08009 Barcelona",+34 933 15 80 09,info@vivantbcn.com,https://www.vivantbcn.com/,Bistro Mediterráneo,,new,
La Trobada del Guinardó,España,,"Carrer de Teodor Llorente, 10 (Mercat del Guinardó), 08041 Barcelona",934362148,info@mercatguinardo.cat,https://mercatguinardo.cat,Bar de Mercado,,new,
Bar Tapería La Parra,España,,"Carrer de Sant Iscle, 27, 08016 Barcelona",933510099,,,Bar,,new,
Bar Central Nou Barris,España,,"Passeig de Valldaura, 210, 08016 Barcelona",933539988,,,Bar,,new,
Bella Italia,España,,"Carrer de Roger de Llúria, 87, 08009 Barcelona",+34 932 15 50 15,info@bellaitaliabcn.com,https://www.bellaitaliabcn.com/,Pizzería / Italiano,,new,
El Mercat del Peix,España,,"Carrer de Roger de Flor, 220, 08037 Barcelona",934587131,,,Restaurante,,new,
VIPS Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765320,atencioncliente@vips.es,https://www.vips.es,Restaurante,,new,
Bar Estrella,España,,"Carrer de la Porta, 5, 08016 Barcelona",932430099,,,Bar,,new,
9 Nine,España,,"Carrer de València, 334, 08009 Barcelona",+34 934 57 41 82,reservation@nine.barcelona,https://www.nine.barcelona/,Restaurante Mediterráneo,,new,
La Granja,España,,"Carrer de Marina, 203, 08013 Barcelona",+34 932 458 877,,,Bar/Restaurante,,new,
Restaurant Jaizkibel,España,,"Carrer del Bruc, 44, 08009 Barcelona",+34 934 58 11 50,restjaizkibel@gmail.com,,Cocina Vasca,,new,
Bar Restaurante La Trobada,España,,"Carrer de Piferrer, 60, 08016 Barcelona",+34933545566,,,Bar Restaurante,,new,
Bar-Cafetería L'Olivera,España,,"Passeig de Fabra i Puig, 310, 08016 Barcelona",934085522,,,Bar,,new,
Udon Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 04 22,info@udon.es,https://www.udon.es,Restaurante,,new,
Bar El Rinconcito,España,,"Carrer de la Selva de Mar, 180, 08020 Barcelona",+34 933 13 21 00,,,Bar,,new,
Mo Cu Ri To S.L.,España,,"Carrer de la Capella, 15, 08041 Barcelona",934501726,,,Bar Restaurante,,new,
Risto Pizza Pecora Nera,España,,"Carrer de Teodor Llorente, 23, 08041 Barcelona",933519133,info@pecoranerabcn.com,https://pecoranerabcn.com,Restaurante Italiano,,new,
El Tap Barcelona,España,,"Carrer de Constança, 8, 08029 Barcelona",934195155,info@eltap.cat,http://eltap.cat,Bar de Tapas,,new,
Maragall Tapas,España,,"Carrer del Segle XX, 1, 08041 Barcelona",934363248,,,Bar de Tapas,,new,
Makamaka Beach Burger Cafe,España,,"Passeig de Joan de Borbó, 76, 08003 Barcelona",+34932213520,hola@makamaka.es,https://makamaka.es,Restaurante,,new,
Restaurante Pedralbes Palace,España,,"Av. de Pedralbes, 16, 08034 Barcelona",+34 932 03 45 12,,,Restaurante,,new,
Pizzería Maragall,España,,"Passeig de Maragall, 400, 08032 Barcelona",+34 934294000,,,Pizzería,,new,
Honest Greens L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",935481745,hello@honestgreens.com,https://honestgreens.com,Restaurante Saludable,,new,
Marina Bay by Moncho's,España,,"C/ de la Marina, 19-21, 08005 Barcelona",+34932211514,info@monchos.com,https://www.monchos.com,Restaurante Mediterráneo,,new,
Real Club de Polo de Barcelona,España,,"Av. del Doctor Marañón, 19, 08034 Barcelona",+34 934 48 04 00,info@rcpolo.com,https://www.rcpolo.com,Club Restaurante,,new,
Pans & Company Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765088,atencioncliente@pansandcompany.com,https://www.pansandcompany.com,Restaurante,,new,
Escaleta del Guinardó,España,,"Carrer de Teodor Llorente, 16, 08041 Barcelona",934368149,info@escaletadelguinardo.com,https://escaletadelguinardo.com,Restaurante,,new,
Bar El Rincón de la Brasa,España,,"Carrer de Llobregós, 200, 08032 Barcelona",+34 934292021,,,Restaurante,,new,
Ginos Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 06 48,atencioncliente@ginos.es,https://www.ginos.es,Restaurante,,new,
La Taberna del Clínic,España,,"C. de Rosselló, 155, 08036 Barcelona",+34934108556,info@latabernadelclinic.com,https://www.latabernadelclinic.com,Restaurante Gastronómico,,new,
Restaurante Santa Clara,España,,"Carrer de Santa Clara, 10, 08034 Barcelona",+34 932 04 94 47,info@santaclararestaurante.com,https://www.santaclararestaurante.com,Restaurante,,new,
Musiu Pau Claris,España,,"Carrer de Pau Claris, 112, 08009 Barcelona",+34 935 48 48 37,info@musiu.es,https://www.musiu.es/,Pasta & Pizza artesana,,new,
Taberna Milgritos,España,,"Carrer de la Diputació, 404, 08037 Barcelona",932468804,,,Bar de Tapas,,new,
Bar Restaurante El Pasaje,España,,"Passatge de Llívia, 21, 08041 Barcelona",934365518,,,Bar Restaurante,,new,
Restaurante El Forn de l'Avi,España,,"Carrer de Sant Antoni Maria Claret, 258, 08041 Barcelona",934361099,info@elforndelavi.com,http://elforndelavi.com,Restaurante,,new,
La Tertúlia,España,,"Carrer de Morales, 15, 08029 Barcelona",934195155,,,Bar de Tapas,,new,
Bar Restaurante El Mirador,España,,"Carrer d'Elisenda de Pinós, 10, 08034 Barcelona",+34 932 04 87 56,,,Bar Restaurante,,new,
Bar Versalles,España,,"C/ Gran de Sant Andreu, 255, 08030 Barcelona",+34 933 46 82 25,info@barversalles.com,https://www.barversalles.com,Bar Restaurante Histórico,,new,
Cervecería L'Artesana,España,,"Carrer de Sant Iscle, 15, 08016 Barcelona",+34933543322,info@lartesana.cat,http://lartesana.cat,Cervecería Artesana,,new,
L'Adrogueria,España,,"Carrer de la Diputació, 310, 08009 Barcelona",+34 934 87 50 50,info@ladrogueria.es,,Tapería,,new,
Bar Los Manueles,España,,"Carrer del Pont del Treball Digne, 15, 08020 Barcelona",+34 932 78 12 45,,,Bar de Tapas,,new,
Restaurante O'Grandi,España,,"Carrer de Roger de Flor, 218, 08037 Barcelona",934574085,,,Restaurante,,new,
Cafeteria UB Economia,España,,"Av. Diagonal, 690, 08034 Barcelona",+34 934 02 18 00,,,Cafetería,,new,
Bamboo Barcelona,España,,"Carrer de la Pau, 12, 08019 Barcelona",+34 933 56 03 57,info@bamboobarcelona.com,https://bamboobarcelona.com,Restaurante/Beach Club,,new,
Vips L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440012,vips@vips.es,https://www.vips.es,Restaurante,,new,
Pizzería Nou Barris,España,,"Carrer d'Escòcia, 45, 08016 Barcelona",934082111,pizza@noubarris.com,http://www.pizzerianoubarris.com,Pizzería,,new,
Restaurante La Cupula,España,,"Carrer de Sicilia, 255, 08013 Barcelona",+34 932 458 877,,,Restaurante,,new,
Ca la Nuri Eixample,España,,"Carrer del Consell de Cent, 377, 08009 Barcelona",+34 935 32 35 24,info@calanuri.com,https://calanuri.com/,Restaurante de cocina catalana,,new,
Bar del Pla,España,,"Carrer de Montcada, 2, 08003 Barcelona",+34932683003,info@bardelpla.cat,https://www.bardelpla.cat,Bar,,new,
Ribs L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440121,info@ribs.es,https://www.ribs.es,Restaurante Americano,,new,
La Brotxeta,España,,"Carrer de Sant Adrià, 31, 08030 Barcelona",+34 933 11 57 13,labrotxeta@yahoo.es,,Restaurante Brasería,,new,
Restaurante El Racó,España,,"Carrer d'Entença, 218, 08029 Barcelona",934107141,,,Restaurante,,new,
Mar de Cava,España,,"Carrer de València, 293, 08037 Barcelona",934580271,hola@mardecava.com,http://mardecava.com,Bar/Bistro,,new,
Bocanariz,España,,"Carrer de Roger de Flor, 218, 08037 Barcelona",934574085,,,Taberna,,new,
Bar Restaurante El Tapeo,España,,"Carrer del Doctor Pi i Molist, 28, 08016 Barcelona",933408016,,,Bar Restaurante,,new,
Billy Brunch & Garden,España,,"Carrer de Bailèn, 115, 08037 Barcelona",931431402,hello@billybrunch.com,https://www.billybrunch.com,Restaurante/Brunch,,new,
Burger King Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 28 22,,https://www.burgerking.es,Restaurante,,new,
Bar Restaurante Los Maños,España,,"Carrer de l'Escultor Ordóñez, 35, 08016 Barcelona",+34933490011,,,Bar Restaurante,,new,
Casa Carmen Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 29 18,diagonalmar@casacarmen.es,https://casacarmen.es,Restaurante,,new,
Bar El Suquet,España,,"Carrer de l'Escultor Ordóñez, 5, 08016 Barcelona",934087788,,,Bar,,new,
El Petit de la Sagrada Familia,España,,"Carrer de Sardenya, 317, 08013 Barcelona",+34 932 316 280,,,Restaurante,,new,
Kurz & Gut Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 20 89,info@kurzgut.com,https://kurzgut.com,Cervecería/Restaurante,,new,
La Taberna Gallega de Marcos,España,,"C/ de la Marina, 16-18, 08005 Barcelona",+34932208154,info@latabernagallega.com,https://latabernagallega.com,Restaurante Gallego,,new,
